external_gene_name	mmusculus_homolog_associated_gene_name
IGLVIVOR22-1	
TICAM2	
SLC45A3	Slc45a3
SDSL	Sdsl
ZFYVE27	Zfyve27
AC108449.1	
LINC00989	
HMGB1P23	
CR936879.1	
RPS29P20	
AC008629.3	
KIF13B	Kif13b
HNRNPA1P76	
AC008629.1	
LINC01623	
RPL13P	
AC090587.2	
AC008629.2	
AL356481.1	
AC121334.2	
AC117489.1	
DMXL1	Dmxl1
GLE1	Gle1
STIM1	Stim1
OR7E94P	
AC092542.1	
CDHR1	Cdhr1
OTOGL	Otogl
AC105129.2	
AL590989.1	
NCR3LG1	
PDS5B	Pds5b
AC126696.2	
SLC7A5	Slc7a5
AC112695.1	
AC099340.1	
MTND1P19	
FOSL1P1	
AC095059.2	
AC124798.1	
SDS	Sds
AC095059.1	
FAU	Fau
LINC01647	
PSPC1-AS2	
PSPC1	Pspc1
HMGXB4	Hmgxb4
FBXL8	Fbxl8
AC063924.1	
AC079950.1	
AC106739.1	
AL162414.1	
TBC1D8B	Tbc1d8b
OR2K2	Olfr267
AC008124.1	
AC055714.1	
AL109763.1	
AC016994.1	
ST6GAL2-IT1	
TMPRSS15	Tmprss15
BACE1	Bace1
ST6GAL2	St6gal2
LHX5	Lhx5
CENPT	Cenpt
MRPL49	Mrpl49
SNAI3	Snai3
AC078817.1	
ACTR8	Actr8
FAM169A	Fam169a
RPL26P27	
FBXO44	
SLC25A16	Slc25a16
AC096915.1	
AC108449.3	
SNAI3-AS1	
HSF4	Hsf4
KRT8P35	
LINC00698	
PNLIP	Pnlip
LHX5-AS1	
PKD1L3	Pkd1l3
UBL5P3	
LINC01234	
HNRNPMP2	
AC008622.3	
AC008622.1	
LINC01787	
AC092393.1	
UBE2WP1	
EEF1A1P11	
AC055788.1	
SYNPR	Synpr
AC103993.1	
CELSR2	Celsr2
SNRPGP17	
NDUFS5P2	
MPZL3	Mpzl3
CR2	Cr2
AC064802.1	
AL022312.1	AC140267.1
RPL7P9	
ZNF821	Zfp821
PNLIPP1	
DYNLL1P4	
ACTBP14	
MIEF1	Mief1
BANF1P1	
TBC1D30	Tbc1d30
MED28P1	
AC090587.1	
CLDN2	Cldn2
HMGN1P3	
PPIAP40	
SELENOK	Selenok
KIF1BP	Kif1bp
AC087441.1	
AC087441.2	
RIPPLY1	Ripply1
AC089984.2	
AC005297.3	
AC024361.1	
FN3K	Fn3k
AC073614.1	
AC079178.2	
AC078809.1	
AC079178.1	
RNF41	Rnf41
AC108704.1	
AC118465.1	
VENTXP1	
AC074031.1	
AKIRIN1P1	
LAMTOR3P2	
AC025881.1	
KLHL7-DT	
MORC4	Morc4
FNDC3B	Fndc3b
KLF5	Klf5
CAPSL	Capsl
AL772284.2	
PTPRQ	Ptprq
FBXO2	Fbxo2
AC010501.1	
SYNPR-AS1	
ZFAND6	Zfand6
GFM2	Gfm2
AC069262.1	
GLT1D1	Glt1d1
SNTN	Sntn
AC025262.4	
PICALM	Picalm
RPL7P39	
PES1P1	
PABPC4L	Pabpc4l
AC139103.1	
AC096763.1	
AC015631.1	
AC092896.1	
CPNE9	Cpne9
SFRP5	Sfrp5
PGBD4	
EIF3KP1	
AC005345.1	
TMEM14DP	
RPL7P58	
HMGA1P1	
AL031731.1	
SIX4	Six4
LINC02469	
POLH	Polh
CA5A	Car5a
LAMB2	Lamb2
RTL1	
AC097262.1	
KCNJ11	Kcnj11
DRD3	Drd3
TAF8	Taf8
AC107419.1	
PLSCR5	Plscr5
AL008721.2	
CRYBB2P1	
MEG3	
DEFB103A	Defb14
AC112493.1	
SEC61A2	Sec61a2
MIR548XHG	
MYF6	Myf6
AC112204.2	
LAMTOR1	Lamtor1
HSPD1P2	
AL606500.1	
BX276092.3	
CHAMP1	Champ1
NIP7P1	
THOC7-AS1	
BX119927.1	
LINC02462	
C3orf49	
AF240627.1	
XRCC6P1	
AC133539.1	
MYF5	Myf5
PCAT4	
CACNA2D3-AS1	
RPL17P34	
RPS15P5	
PPIAP22	
GMNN	Gmnn
ADD3	Add3
AL157359.3	
DEFB4A	
AL157359.2	
PLSCR5-AS1	
TET1	Tet1
SYF2	Syf2
AL157359.1	
SCAANT1	
LINC01166	
LINC01490	
AP000431.2	
AC104162.2	
CACNA2D3	Cacna2d3
LINC01167	
AC093722.1	
AC104619.2	
AP000431.1	
P3H2	P3h2
AC002563.1	
LINC01168	
AC009220.3	
AC007620.1	
AC104162.1	
AC009220.1	
AC074143.2	Fbxl8
DEFB108A	
LINC01054	
MTHFD2P7	
LAIR1	
SLC6A6P1	
RPL35AP30	
ZNF705B	Zfp78
RPS3AP37	
LINC02010	
COX20P1	
MZT1P2	
THOC7	Thoc7
AL022329.2	
RPL21P71	
AL513534.2	
AL022329.1	
AC092957.1	
GTPBP2	Gtpbp2
PNPLA5	Pnpla5
AL513534.3	
ATF4	Atf4
AC104619.4	
AC127455.1	
AC104619.1	
SEMA3F	Sema3f
LINC02389	
GRK3	Grk3
AC004812.1	
BICDL1	Bicdl1
B3GAT1	B3gat1
AC010336.4	
ADGRA1	Adgra1
HSPE1	Hspe1
HSPE1	Hspe1-rs1
AC011676.4	
MAP2K7	Gm49320
MAP2K7	Map2k7
LINC01300	
TSHZ1	Tshz1
AP000855.1	
AC100803.2	
IL18BP	Il18bp
AL359092.2	
PNLIPRP1	Pnliprp1
LINC02231	
GPR20	Gpr20
LINC00866	
STYX	Gm14698
STYX	Styx
RPL23AP97	
AC116003.3	
ADGRA1-AS1	
ATXN7	Atxn7
AL031432.4	
ZNF80	
AL031432.5	
AC020550.1	
AC100803.1	
PTP4A3	Ptp4a3
HSPD1	
RPL5P28	
AC093010.1	
PTP4A1P5	
AC104619.3	
AC093010.2	
SYNPO2	Synpo2
AC022382.2	
IGDCC3	Igdcc3
AC107463.1	
MTAPP2	
MAG	Mag
P3H2-AS1	
YES1P1	
AC004812.2	
AC138028.3	
RTL5	Rtl5
NLRP9P1	
MTMR14	Mtmr14
AC092964.1	
RAB35	Rab35
RNF166	Rnf166
RPS27AP8	
USP17L3	
AC009127.1	
DEFB109C	
RPS26P11	
AC135895.1	
AL138820.1	
RPL37P4	
AC130365.1	
WIF1	Wif1
LINC00423	
AP000403.1	
FAM66E	
AP000568.1	
TOMM22P3	
NHSL2	Nhsl2
C1QBPP1	
NDUFAF5	Ndufaf5
PRDM12	Prdm12
USP17L8	
LINC01683	
TMEM132D	Tmem132d
LINC02573	
LINC02485	
AL450326.2	
ZIC1	Zic1
HEXB	Hexb
ZNF487	Zfp763
LRIT2	Lrit2
TMEM132D-AS2	
KCNN3	Kcnn3
AC009731.1	
AC055717.1	
AC073863.1	
POLH-AS1	
AC055717.3	
RBM19	Rbm19
AC079456.1	
KIAA1210	Gm14569
AC117373.1	
AC108725.1	
AP001533.1	
ZIC4	Zic4
AC130404.1	
GIN1	Gin1
BX119917.1	
LINC02005	
AP004147.1	
NUTF2	Nutf2
NUTF2	Nutf2-ps1
PGR	Pgr
TMEM132D-AS1	
GRIK4	Grik4
LINC02047	
ARL5AP1	
AC016930.1	
HNRNPA1P28	
AC116003.1	
PRR13P3	
NRBF2P2	
AP000892.2	
AKR1B1P2	
XCR1	Xcr1
AC117373.2	
AP000892.1	
AC130404.2	
BACE1-AS	
AC004835.2	
NMNAT1P3	
SMIM21	
AC011773.2	
CLDN1	Cldn1
CNTN3	Cntn3
AC027088.2	
DIRAS2	Diras2
EWSAT1	
CA1	Car1
AC116003.2	
AC012101.2	
FLT1P1	
AC012101.1	
OR7E109P	
CRTAC1	Crtac1
AC090812.1	
MOB4	Mob4
AC090338.1	
CLDN16	Cldn16
LINC01898	
PGRMC1	Pgrmc1
AC096745.1	
ARID2	Arid2
ANAPC15	Anapc15-ps
ANAPC15	Anapc15
AC021506.1	
OR10B1P	
AC021506.2	
CCR3	Ccr3
AC090457.1	
AC011095.1	
AKAP17BP	
AC055717.2	
LINC02418	
AC004835.1	
THAP11	Thap11
IGDCC4	Igdcc4
UQCC1	Uqcc1
LINC02144	
AC090425.2	
RBM5-AS1	
MRPS17P9	
LINC02488	
AC040162.2	
AC004973.1	
ACTL6A	Actl6a
AC103808.6	
ITGA5	Itga5
RBM5	Rbm5
TMEM207	Tmem207
AC020930.1	
TSNAXIP1	Tsnaxip1
LRIT1	Lrit1
CCR1	Ccr1
CCR1	Ccr1l1
LINC01893	
GLCE	Glce
AC115282.2	
AC135388.1	
LRTM1	Lrtm1
LINC02419	
RGR	Rgr
AC114971.1	
AC026336.4	
KRT18P54	
AC026336.3	
TARS2P1	
ZNF239	Zfp239
AC093214.1	
ESRG	
DARS2	Dars2
CABYRP1	
AC105362.1	
AC026336.5	
ENC1	Enc1
FZD10-AS1	
LINC00613	
AC115282.1	
AL512274.1	
CARSP2	
AC004000.1	
AP004608.1	
SLC25A43	Slc25a43
FZD10	Fzd10
ZIC4-AS1	
AL450326.3	
AC026336.1	
CAP1P2	
U62631.1	
AC026336.2	
OR7E108P	
PPP4R3C	4932429P05Rik
PPP4R3C	4930415L06Rik
FAM90A11P	
TRPS1	Trps1
UQCRC2P1	
PGR-AS1	
AC026992.1	
AC006210.1	
CD22	Cd22
AC026992.2	
KNDC1	Kndc1
AC104136.1	
NSA2	Nsa2
AC073429.2	
ZNF485	
GOLGA7B	Golga7b
NUDT5	Nudt5
AC018680.1	
AC073429.1	
ANKRD29	Ankrd29
TMEM38A	Tmem38a
TERF1P3	
AL035398.1	
AL033543.1	
FAM90A24P	
PIWIL1	Piwil1
SAMM50	Samm50
LINC01154	
AP004550.1	
ELOCP22	
AC079313.1	
AC093875.1	
HMGB1P42	
TIGIT	Tigit
AP001999.5	
CCR2	Ccr2
FDPSP6	
ZNF385A	Zfp385a
AP001999.2	
FAM90A12P	
AP001999.4	
RPS19BP1	Rps19bp1
AC009464.1	
SLC25A5	Slc25a5
LINC02511	
KNOP1P2	
AC006210.2	
AL049830.1	
SLC17A6	Slc17a6
LRP1	Lrp1
AL049830.2	
CCR5	Ccr5
LINC02510	
LINC01423	
AL109984.1	
GAS5	
SLC25A5-AS1	
AL049765.1	
SCFD1	Scfd1
ERP29P1	
AC098613.1	
UTF1	Gm45902
LINC01524	
AP001999.3	
VENTX	
ADD3-AS1	
KRT18P2	
BZW1P1	
OR7E96P	
METTL21C	Mettl21c
ZNF32-AS1	
AC105233.2	
AL645634.2	
GHSR	Ghsr
RPL21P88	
MIR202HG	
ZNF32-AS2	
RPS3AP1	
NPM1P28	
AP001506.1	
ZNF32	Zfp637
AL592071.1	
LINC00283	
CCDC168	Gm8251
AC092925.1	
AC040936.1	
FAM85B	
AC104009.1	
FTSJ3	Ftsj3
AC105233.5	
AC092958.1	
AL645634.1	
SFPQ	Sfpq
ZNF32-AS3	
AC007919.1	
AC068020.1	
PARVB	Parvb
TNFSF10	Tnfsf10
AC084757.3	
AC105233.3	
UBN2	Ubn2
AC084757.4	
AC105233.1	
AL355989.1	
CDCA4P4	
MROH5	Mroh5
ENPP7P1	
AF178030.1	
LINC02032	
SNRPCP17	
AC105233.4	
CD46	Cd46
AC105233.6	
AC090994.1	
CCRL2	Ccrl2
LINC00536	
AP001999.1	
AC004706.1	
C17orf100	
SERF1AP1	
AC105177.1	
AC092958.4	
STMN1P2	
HSPE1-MOB4	Mob4
MRPS33P4	
RPS23P2	
AC010205.1	
ALOX15P1	
ZBTB20-AS3	
AL109610.1	
ZBTB20-AS4	
AP003062.1	
AC092958.2	
AC092958.3	
ZBTB20-AS5	
AP003062.4	
ZFP64	Zfp64
UQCRHP3	
ZBTB20-AS2	
ELOCP30	
LINC02658	
CDC123	Cdc123
ZBTB20	Zbtb20
CACNG7	Cacng7
PMVK	Pmvk
PPP1R21	Ppp1r21
LINC02046	
AC010183.1	
HNRNPA1P38	
YBX1P4	
GLULP5	
AC127071.1	
AC019176.1	
LINC02009	
HAUS8P1	
AC100803.3	
AC019176.2	
AC010183.2	
AL031432.3	
AC091173.1	
SLC13A5	Slc13a5
AC007718.1	
RSRP1	Rsrp1
AC091193.1	
LINC02068	
RPL23AP54	
MRPL47	Mrpl47
AC004944.1	
NABP2	Nabp2
AC091059.2	
AC084768.1	
YPEL2	Ypel2
LINC02459	
AC025566.1	
SLC31A1P1	
AC079313.2	
AL354980.1	
LINC02045	
AC084768.2	
GTSF1	Gtsf1
AC087369.1	
AC069410.1	
FABP5P1	
AP000812.5	Lrrc51
PSMC5	Psmc5
AP003062.2	
HNRNPA1P20	
AC087369.2	
AL162376.1	
AP003062.3	
AC079054.1	
MARK2P12	
LINC00841	
AC009435.1	
LINC02684	
AL451085.1	
NCEH1	Nceh1
IL1RAP	Il1rap
LINC00392	
AQP10	
AC091059.1	
LINC00393	
AL449214.1	
AL139237.1	
KBTBD12	Kbtbd12
LINC02659	
SEMA3F-AS1	
HNRNPA3P1	
AP2S1	Ap2s1
AC073869.1	
SYCP3	Gm28827
SYCP3	Sly
SYCP3	Gm21409
SYCP3	Gm28870
SYCP3	Gm2030
SYCP3	Gm14632
SYCP3	Gm5935
SYCP3	Gm21095
SYCP3	Gm21650
SYCP3	Gm20920
SYCP3	Gm28891
SYCP3	Gm20824
SYCP3	Gm21518
SYCP3	Gm10488
SYCP3	Gm21996
SYCP3	Gm28102
SYCP3	Gm20908
SYCP3	Gm21739
SYCP3	Slx
SYCP3	Gm20888
SYCP3	Gm20835
SYCP3	Gm28553
SYCP3	Gm30737
SYCP3	Gm10096
SYCP3	Gm28510
SYCP3	Gm14819
SYCP3	Gm20911
SYCP3	Gm21256
SYCP3	Gm20906
SYCP3	Gm4297
SYCP3	Gm4836
SYCP3	Gm20817
SYCP3	Xlr
SYCP3	Gm20820
SYCP3	Gm20931
SYCP3	Gm21209
SYCP3	1700040F15Rik
SYCP3	Gm20855
SYCP3	Gm20890
SYCP3	Gm20837
SYCP3	Gm10147
SYCP3	Gm20869
SYCP3	Gm10230
SYCP3	Gm29554
SYCP3	Gm28490
SYCP3	Gm20897
SYCP3	Gm21865
SYCP3	Gm10058
SYCP3	Gm21760
SYCP3	Gm21094
SYCP3	Gm29582
SYCP3	Gm20814
SYCP3	Gm20792
SYCP3	3830403N18Rik
SYCP3	Gm20903
SYCP3	Gm14525
SYCP3	Gm6121
SYCP3	Gm5934
SYCP3	Gm28897
SYCP3	Gm29110
SYCP3	Gm20894
SYCP3	Gm28961
SYCP3	Gm16430
SYCP3	Gm20929
SYCP3	Gm21477
SYCP3	Gm21173
SYCP3	Gm29866
SYCP3	Sycp3
SYCP3	Gm21317
SYCP3	Gm20838
SYCP3	Gm10486
SYCP3	Gm21861
SYCP3	Gm21366
SYCP3	Gm20905
SYCP3	Gm21258
SYCP3	Gm21294
SYCP3	1700013H16Rik
SYCP3	Gm1993
SYCP3	Gm35134
SYCP3	Gm28576
SYCP3	Gm5169
SYCP3	Gm10487
SYCP3	Gm21858
SYCP3	Gm28998
SYCP3	Gm21488
SYCP3	Gm31571
SYCP3	Gm21627
SYCP3	Gm2012
SYCP3	Gm16405
SYCP3	Gm20736
SYCP3	Gm21117
SYCP3	Gm21497
SYCP3	Gm20937
SYCP3	Gm20870
SYCP3	Gm20916
SYCP3	Gm20843
SYCP3	Gm29276
SYCP3	Slxl1
SYCP3	Gm28919
SYCP3	Gm20883
SYCP3	Gm29564
SYCP3	Gm20896
SYCP3	Gm5168
SYCP3	Gm773
SYCP3	Gm20850
AC011773.3	
LINC00840	
AC012513.2	
CA3	Car3
XRCC5	Xrcc5
GPR84	
RUVBL1-AS1	
MTCYBP14	
AC007919.2	
MTND6P14	
AC117480.1	
AC108667.2	
AC090425.1	
MTND5P19	
MTND4P10	
RUVBL1	Ruvbl1
MTND4LP21	
STAT6	Stat6
MTND3P8	
CA13	Car13
MTCO3P46	
FO393422.1	
AL583844.1	
PNPLA3	Pnpla3
GNG4	Gng4
AC008737.2	
AC092865.2	
OR7E140P	
CA3-AS1	
AC025524.2	
RHD	Rhd
OR7E148P	
ZBTB20-AS1	
EXOSC2	Exosc2
AL512770.1	
OR7E149P	
TBX5	Tbx5
CHPT1	Chpt1
AC092865.1	
GCN1	Gcn1l1
CLEC6A	Clec4n
AC123900.1	
LINC01476	
SUSD5	Susd5
PTTG2	Pttg1
AL008635.1	
CA2	Car2
LINC02155	
MRPS33P2	
AC021106.2	
C1GALT1P3	
TOM1	Tom1
AC025524.1	
KLHL7	Klhl7
AL031595.3	
TBC1D1	Tbc1d1
FMO11P	
AC018398.1	
YBX1P3	
AF287957.1	
AC093010.3	
ANGPT2	Angpt2
APOOP3	
AC012557.2	
AC012557.1	
POLHP1	
AC124319.5	
PAXIP1-AS1	
PSMD6	Psmd6
AC124319.1	Rnf213
ENTPD2	Entpd2
CNN2P10	
C6orf132	AI661453
FAM86B3P	
SEC61A1	Sec61a1
ALG1L13P	
SYK	Syk
NOTCH3	Notch3
CINP	Cinp
AL807752.4	
RPL38P1	
TWF1	Twf1
KDM5C-IT1	
KDM5C	Kdm5c
AGTR1	Agtr1a
AGTR1	Agtr1b
TBX5-AS1	
AC026124.2	
RDM1	
HTR5A-AS1	
LEMD3	Lemd3
HTR5A	Htr5a
AC069240.1	
PPFIA2	Ppfia2
OSTF1P1	
PSMD6-AS2	
AC010177.1	
PSMD6-AS1	
AC093726.3	
AC068888.2	
ZNF839	Zfp839
AL163051.1	
TNS2	Tns2
PAPOLA	Papola
KL	Kl
MGLL	Mgll
PCDH18	Pcdh18
MMACHC	Mmachc
PILRA	
AC026765.3	
TBX3	Tbx3
AC016065.2	
AC016065.1	
NDUFB5	Ndufb5
SLC38A6	Slc38a6
NIPA2P2	
AL807752.2	
SAPCD2	Sapcd2
MCPH1-AS1	
AC117481.1	
HNRNPA3P6	
PRDX1	Prdx1
MYLKP1	
SLC35A2	Slc35a2
OR7E66P	
AC138647.2	
OR7E22P	
GCNT1P3	
AC108747.1	
AL807752.3	
ADAM8	Adam8
AC138647.1	Gm6569
AC127071.2	
AGBL2	Agbl2
LINC02013	
AC025839.1	
MCPH1	Mcph1
AC104417.1	
CCT6P4	
AC104417.2	
FANCA	Fanca
TMEM245	Tmem245
AC092952.1	
OR7E55P	
GPR155	Gpr155
CACNG8	Cacng8
ASS1P1	
AC103758.1	
GMNC	Gmnc
AL133268.2	
LINC00051	
C8orf33	1110038F14Rik
AC092628.1	
AL133268.3	
AC092628.2	
AK3P3	
AC026765.2	
AC139453.2	
MTCO2P33	
AC012513.3	
PPIAP29	
LSP1P2	
ACTN1-AS1	
AC139453.1	
RPS29P1	
LINC00858	
LINC01963	
AC026765.1	
RIPOR2	Ripor2
AC099552.1	
AC009804.2	
MPZL2	Mpzl2
AC009804.1	
AC099552.3	
STAG3L5P	
AC008125.1	
AC078880.1	
PRAG1	Prag1
AC078880.3	
FRRS1L	Frrs1l
AC078880.4	
AC078880.5	
AC063926.1	
FRMD8	Frmd8
AC099552.5	
AC078880.2	
AC095350.1	
AC124319.3	
AC099552.4	
AC009803.2	
AC022882.2	
FAM86DP	
AC124319.2	
AC103957.1	
AC063926.2	
SPDYE3	Spdye4a
SPDYE3	Spdye4b
UBA52P7	
AC009803.1	
RIMBP2	Rimbp2
AC099552.2	
AC009387.1	
ENDOV	Endov
EEFSEC	Eefsec
OR8J2	
LINC02463	
AC012157.2	
NLE1	Nle1
CLEC4D	Clec4d
ZNF768	Zfp768
AL138713.1	
AC005071.1	
AL159972.1	
AC012513.1	
KLF12	Klf12
STAG3L5P-PVRIG2P-PILRB	
AC069155.1	
MARCH4	March4
AC025030.2	
ZNF75BP	
AC025030.1	
AC002310.1	
TMEM117	Tmem117
AC103957.2	
AC002310.5	
CACNG6	Cacng6
LINC02172	
AC002310.4	E430018J23Rik
AC002310.4	Zfp764
AC116563.2	
EEF1A1P40	
ZNF747	E430018J23Rik
ZNF747	Zfp764
AC125604.1	
OR5T2	
AC004257.1	
AC144652.1	
SUPT4H1P2	
ALG1L6P	
PVRIG2P	
AC114550.2	
AC114550.1	
PMS2P1	
CLEC4E	Clec4e
LINC00402	
AC114550.3	
GUCA1A	Guca1a
ECT2	Ect2
OR5T3	
RPL21P108	
AC116563.1	
ATP8B2	Atp8b2
AL353660.1	
OR5T1	
PILRB	
MEG8	
OR8H1	
AC063926.3	
AC016256.1	
AC131956.2	
TPH2	Tph2
RPLP0	
AL096814.1	1700001C19Rik
AP002800.1	
OSTN-AS1	
RPL12P5	
LINC01935	
AC012314.13	
UBE2CP1	
AL355390.1	
TMEM182	Tmem182
AL121852.1	
OSTN	Ostn
AL096814.2	Guca1a
UAP1L1	Uap1l1
ANKRD52	Ankrd52
AL355390.2	
LINC00381	
LINC00347	
EPB41L4B	Epb41l4b
AC073912.3	
AC002310.3	
SCN10A	Scn10a
NABP1	Nabp1
RPSAP17	
EPHX3	Ephx3
AL160236.1	
AL162591.1	
RIOK3P1	
AL160236.2	
SRMP2	
ATOH1	Atoh1
TRHDE	Trhde
TRMT5	Trmt5
CD3E	Cd3e
UTS2B	Uts2b
MNAT1	Mnat1
R3HCC1L	R3hcc1l
SLC39A5	Slc39a5
CENPL	Cenpl
CPA3	Cpa3
AC108051.1	
TMEM75	
LINC01495	
RBM41	Rbm41
LINC01796	
FNDC8	Fndc8
PSMD8P1	
AC098820.1	
PVT1	
AC055878.1	
IL6R	Il6ra
AC098820.3	
RPL37A	Rpl37a
AC092979.1	
HMGB1P30	
AC092979.2	
TNFAIP8	Tnfaip8
CPB1	Cpb1
SSR1P2	
CTAGE11P	
CCDC50	Ccdc50
AC096746.1	
ZBTB37	Zbtb37
HMGB3P15	
MTND2P11	
SLC44A2	Slc44a2
AC025253.1	
CHCHD3P2	
GUCA1B	Guca1b
AC025253.2	
AC090109.1	
TRHDE-AS1	
GAS5-AS1	
PSRC1	Psrc1
MT2P1	
AL353708.2	
AC008895.1	
AL353708.1	
IBTK	Ibtk
ARHGAP35	Arhgap35
MRPS10	Mrps10
AC092746.1	
ZNF880	
TMPRSS11E	
MAN1B1-DT	
AL132777.1	
SLC25A51P1	
AL139241.1	
LOXL4	Loxl4
MYOZ2	Myoz2
BANP	Banp
SMARCAL1	Smarcal1
AC138969.4	
FNBP4	Fnbp4
ABL1	Abl1
AC138969.2	
UGT2B29P	
AC133480.1	
AC090503.2	
STX2	Stx2
ADH5P4	
AL356432.5	
SLC10A6	Slc10a6
AL356432.6	
AC124319.4	
ST8SIA6	St8sia6
AL356432.4	
AC090503.1	
LINC02444	
AC087879.1	
AC026341.2	
AC026341.1	
PTBP2	Ptbp2
IL6R-AS1	
AL512428.1	
AL132780.4	
AC010332.1	
PSMB5	Psmb5
ZNF528-AS1	
ARMH2	Armh2
AL117190.2	
AL117190.1	
USP53	Usp53
TEX30	Tex30
AC063950.1	
AL160400.1	
ST8SIA6-AS1	
AC026341.3	
MSRB2	Msrb2
GNPTAB	Gnptab
VENTXP3	
CR786580.1	
ZNF276	Zfp276
AC090015.1	
EIF4E2P2	
NPIPA7	
AC092468.1	
GAP43	Gap43
UGT2B15	
AL139815.1	
AC098872.1	
AC073912.2	
AC019173.1	
AC073912.1	
AC226496.4	
AC136619.1	
BRD4	Brd4
AC093827.1	
ARMC3	Armc3
AC027237.4	
PSMB11	Psmb11
AC226496.2	
AL139246.6	
LINC01078	
AC136431.2	
AL139246.10	
AC136431.1	
AC010894.2	
AL359092.1	
AC136188.1	
PRPF38AP2	
AC136619.2	
AC027237.5	
AC090502.3	
AC073365.1	
AC011298.3	
LINC02394	
GABRG2	Gabrg2
AC092326.1	
AC010894.1	
PAQR5	Paqr5
AC098965.1	
POGK	Pogk
AC010894.5	
AC090502.2	
UGT2B10	
AC090502.1	
LINC02445	
AC092656.1	
HSPE1P4	
SNRPGP12	
AC226496.3	
DNAJB8-AS1	
DNAJB8	Dnajb8
CACYBPP1	
EIF4B	Eif4b
AQP12B	Aqp12
TNPO1P1	
NARSP2	
RPL12P29	
AC025257.1	
PIAS3	Pias3
ATXN7L3B	Atxn7l3b
AC233280.3	
CCSER2	Ccser2
AC233280.8	
AC104852.1	
ACADL	Acadl
AL157769.1	
AC027237.2	
AC233280.17	
AC233280.4	
AC098820.2	
AC233280.6	
AC098617.1	
AC019171.1	
PYDC2	Nlrp2
AC027237.1	Kif23
OR8I1P	
AC226496.7	
MORN2	Morn2
AL139317.3	
AC087269.3	
AC226496.10	
AC026320.2	
GNPNAT1	Gnpnat1
AC226496.1	
AC131956.3	
AC026320.1	
SRPK2P	
AC011298.1	
AC090577.1	
AC131956.1	
VPS9D1-AS1	
GATA2	Gata2
AC018861.1	
AC226496.5	
CLDN23	Cldn23
AC018861.2	
AC226496.9	
AC026320.3	
AC023095.1	
AC226496.6	
AL138999.2	
VPS9D1	Vps9d1
STARD13-AS	
NKAIN3-IT1	
GAS2	Gas2
OR8K3	
AL031282.2	
AC090023.1	
XRCC6P4	
AL031282.1	
NKAIN3	Nkain3
MSRB3	Msrb3
HACD1	Hacd1
CAVIN2	Cavin2
AC006994.2	
ZNF511-PRAP1	Prap1
FGF12	Fgf12
CALY	Caly
LINC02536	
AL137026.2	
CDK11A	Cdk11b
TMEFF2	Tmeff2
ARHGEF33	Arhgef33
AL023693.1	
ST6GALNAC4P1	
AL137026.1	
MRPS17P5	
THEMIS	
C10orf142	
PPP2R2DP1	
GATA2-AS1	
AL137026.3	
UBE2F-SCLY	Ube2f
PRAP1	Prap1
DLEC1	Dlec1
NUDT17	Nudt17
DHX40	Dhx40
CCDC184	Ccdc184
AC123904.2	
AC074029.4	
AQP12A	Aqp12
PPP1R2P5	
AC123904.1	
AC005040.2	
AC123904.3	
SLC7A11-AS1	
AC010336.2	
ETNK1	Etnk1
TGFBR3L	Tgfbr3l
UBE2F	Ube2f
AC005040.1	
STARD13	Stard13
STARD13	Gm42906
FGF12-AS1	
AL360181.1	
LRP1-AS	
FGF12-AS2	
AC083880.1	
SLC7A11	Slc7a11
AC226496.8	
TUBGCP2	Tubgcp2
FGF12-AS3	
LUC7L2	Luc7l2
NAB2	Nab2
LINC01789	
AP001582.1	
AC011298.2	
USP13	Usp13
MB21D2	Mb21d2
AC064869.1	
TARM1	Tarm1
LINC01886	
UGT2A3	
VIRMA	Virma
VEZF1P1	
AC092966.1	
AC073525.1	
RPL17P46	
DNAJB1P1	
HNRNPA3P16	
AC096669.1	
KCNC2	Kcnc2
AC109446.4	
AL845472.2	
AC109446.2	
MRO	Mro
LINC01885	
CDK2AP2P1	
AC109446.1	
EZH2	Ezh2
AL845472.1	
AC087241.3	
FANCF	Fancf
STAM-AS1	
ATP5MC1P4	
TSNARE1	
GACAT1	
AC108667.1	
LINC00616	
AL390039.1	
NUP62CL	Nup62cl
CXCL12	Cxcl12
SPATA16	Spata16
PTPN3	Ptpn3
KAT6A	Kat6a
AC068888.1	
FMC1-LUC7L2	Luc7l2
IMPDH1	Impdh1
DUSP4	Dusp4
FMC1	Fmc1
AC120042.1	
AC093827.2	
TECRP1	
MYOF	Myof
AC093827.3	
MSH5	
ATP13A5-AS1	
ACAA1	Acaa1b
ACAA1	Acaa1a
AC093827.5	1700016H13Rik
TMED10P2	
ATP13A5	Atp13a5
AL360181.2	
BANF1P2	
AC080005.1	
ZNF511	Zfp511
LINC01565	
AC093827.4	
MMEL1	
QRFP	Qrfp
AC023632.5	
AFF1	Aff1
SPRYD3	Spryd3
POU5F1P6	
AC024257.3	
RPN1	Rpn1
LTF	Ltf
OR10AD1	Olfr288
OR10AD1	Olfr286
OR10AD1	Gm44579
OR10AD1	Olfr287
AC130895.1	
IQCA1	Iqca
ENPP7P2	
AC026124.1	
LINC02018	
MED13L	Med13l
AC025419.1	
AC084398.1	
AC073082.1	Lhcgr
AC079907.2	
LHCGR	Lhcgr
AC084398.2	
NENFP2	
PLAAT1	Hrasls
AC097511.1	
DRAM1	Dram1
AC087269.2	
MED15	Med15
FAM8A2P	
